"rank","word","reading","alternative_spellings"
13429,"反逆","はんぎゃく",""
13430,"林檎","りんご",""
13431,"仕事場","しごとば",""
13432,"コレクション","コレクション",""
13433,"整列","せいれつ",""
13434,"概要","がいよう",""
13435,"はみ出す","はみだす",""
13436,"髭","ひげ","ひげ; 髯; 鬚"
13437,"ＣＭ","シーエム",""
13438,"フルーツ","フルーツ",""
13439,"陣形","じんけい",""
13440,"裸足","はだし",""
13441,"経験を積む","けいけんをつむ",""
13442,"連絡が取れる","れんらくがとれる",""
13443,"タイヤ","タイヤ",""
13444,"長所","ちょうしょ",""
13445,"付き従う","つきしたがう",""
13446,"ちゅー","ちゅー",""
13447,"パート","パート",""
13448,"経営者","けいえいしゃ",""
13449,"コーラ","コーラ",""
13450,"認知","にんち",""
13451,"国外","こくがい",""
13452,"今更ながら","いまさらながら",""
13453,"断じる","だんじる",""
13454,"大穴","おおあな",""
13455,"重圧","じゅうあつ",""
13456,"お届け","おとどけ",""
13457,"身を委ねる","みをゆだねる",""
13458,"目論見","もくろみ",""
13459,"厚意","こうい",""
13460,"規格外","きかくがい",""
13461,"僧","そう",""
13462,"精神状態","せいしんじょうたい",""
13463,"キャプテン","キャプテン",""
13464,"下僕","げぼく",""
13465,"醜態","しゅうたい",""
13466,"自作","じさく",""
13467,"暗に","あんに",""
13468,"より上","よりうえ",""
13469,"コスト","コスト",""
13470,"体躯","たいく",""
13471,"なるべく早く","なるべくはやく",""
13472,"アプリ","アプリ",""
13473,"隊列","たいれつ",""
13474,"負傷者","ふしょうしゃ",""
13475,"手を借りる","てをかりる",""
13476,"ほかない","ほかない",""
13477,"怪獣","かいじゅう",""
13478,"甘み","あまみ",""
13479,"修練","しゅうれん",""
13480,"美術館","びじゅつかん",""
13481,"補正","ほせい",""
13482,"仏","ほとけ",""
13483,"うっさい","うっさい",""
13484,"仕切り","しきり",""
13485,"めちゃめちゃ","めちゃめちゃ","滅茶滅茶; 目茶目茶"
13486,"ごもっとも","ごもっとも","ご尤も; 御尤も"
13487,"覗きこむ","のぞきこむ",""
13488,"考えつく","かんがえつく",""
13489,"覗き込む","のぞきこむ","のぞきこむ; のぞき込む; 覗きこむ"
13490,"赤み","あかみ",""
13491,"息をのむ","いきをのむ",""
13492,"トドメ","トドメ",""
13493,"生まれながら","うまれながら",""
13494,"静まりかえる","しずまりかえる",""
13495,"惨め","みじめ","みじめ"
13496,"リス","リス",""
13497,"暇つぶし","ひまつぶし",""
13498,"泣きつく","なきつく",""
13499,"かぶりつく","かぶりつく","かぶり付く; 噛りつく; 噛り付く; 齧りつく; 齧り付く"
13500,"うざい","うざい",""
13501,"術","すべ",""
13502,"被る","こうむる",""
13503,"傷む","いたむ",""
13504,"男同士","おとこどうし",""
13505,"見ず知らず","みずしらず",""
13506,"無償","むしょう",""
13507,"合コン","ごうコン",""
13508,"司","つかさ",""
13509,"交錯","こうさく",""
13510,"疲れ切る","つかれきる",""
13511,"毛頭","もうとう",""
13512,"獲る","とる",""
13513,"副作用","ふくさよう",""
13514,"満","まん",""
13515,"ころころ","ころころ",""
13516,"洪水","こうずい",""
13517,"様相","ようそう",""
13518,"紺色","こんいろ",""
13519,"嬌声","きょうせい",""
13520,"蝋燭","ろうそく",""
13521,"聖堂","せいどう",""
13522,"副会長","ふくかいちょう",""
13523,"我を忘れる","われをわすれる",""
13524,"厳か","おごそか",""
13525,"試行錯誤","しこうさくご",""
13526,"用心深い","ようじんぶかい",""
13527,"一泊","いっぱく",""
13528,"平常","へいじょう",""
13529,"口に合う","くちにあう",""
13530,"統制","とうせい",""
13531,"懺悔","さんげ",""
13532,"炊く","たく",""
13533,"下手をすれば","へたをすれば",""
13534,"調子が悪い","ちょうしがわるい",""
13535,"呆れ顔","あきれがお",""
13536,"ボトル","ボトル",""
13537,"別にいいけど","べつにいいけど",""
13538,"心を開く","こころをひらく",""
13539,"警部","けいぶ",""
13540,"ふかふか","ふかふか",""
13541,"容態","ようだい",""
13542,"暦","こよみ",""
13543,"ああやって","ああやって",""
13544,"朝飯","あさめし",""
13545,"郡","ぐん",""
13546,"判決","はんけつ",""
13547,"怒鳴り声","どなりごえ",""
13548,"笠","かさ",""
13549,"越し","ごし","ごし"
13550,"安らぎ","やすらぎ",""
13551,"父ちゃん","とうちゃん",""
13552,"頭蓋骨","ずがいこつ",""
13553,"回線","かいせん",""
13554,"気性","きしょう",""
13555,"地雷","じらい",""
13556,"手触り","てざわり",""
13557,"出店","しゅってん",""
13558,"数分後","すうふんご",""
13559,"譲歩","じょうほ",""
13560,"異界","いかい",""
13561,"それもこれも","それもこれも",""
13562,"見立てる","みたてる",""
13563,"数え切れない","かぞえきれない",""
13564,"残業","ざんぎょう",""
13565,"入念","にゅうねん",""
13566,"機動","きどう",""
13567,"ガッツポーズ","ガッツポーズ",""
13568,"著者","ちょしゃ",""
13569,"皇","すめ",""
13570,"ビシッと","ビシッと",""
13571,"小瓶","こびん",""
13572,"身も心も","みもこころも",""
13573,"臆病者","おくびょうもの",""
13574,"欠陥","けっかん",""
13575,"張り","はり",""
13576,"自販機","じはんき",""
13577,"て言うか","ていうか",""
13578,"８月","はちがつ",""
13579,"なあんだ","なあんだ",""
13580,"まり","まり","毬; 鞠"
13581,"話す","はなす","はなす; 咄す"
13582,"のどか","のどか","長閑"
13583,"今しがた","いましがた",""
13584,"ひいては","ひいては","延いては"
13585,"ヤ","ヤ",""
13586,"有難い","ありがたい",""
13587,"混じり","まじり","まじり; 交じり"
13588,"佇む","たたずむ","たたずむ; 彳む"
13589,"付き合い","つきあい","つきあい; つき合い; 付合い"
13590,"跪く","ひざまずく","ひざまずく"
13591,"受け身","うけみ",""
13592,"見つける","みつける","みつける; 見付ける; 見附ける"
13593,"たどたどしい","たどたどしい","辿々しい; 辿たどしい"
13594,"手をあげる","てをあげる",""
13595,"からというもの","からというもの","からという物; からと言うもの"
13596,"説明がつく","せつめいがつく",""
13597,"いっぺんに","いっぺんに","一遍に"
13598,"様子","ようす","ようす; 容子"
13599,"仲いい","なかいい",""
13600,"有様","ありさま","ありさま; あり様; 有りさま; 有り様"
13601,"目掛ける","めがける",""
13602,"痣","あざ",""
13603,"献上","けんじょう",""
13604,"冷淡","れいたん",""
13605,"牧場","ぼくじょう",""
13606,"卑しい","いやしい",""
13607,"送り","おくり",""
13608,"東側","ひがしがわ",""
13609,"お腹いっぱい","おなかいっぱい",""
13610,"スマート","スマート",""
13611,"公演","こうえん",""
13612,"比喩","ひゆ",""
13613,"目の下","めのした",""
13614,"主導","しゅどう",""
13615,"話し出す","はなしだす",""
13616,"引き剥がす","ひきはがす",""
13617,"爆ぜる","はぜる",""
13618,"サラサラ","サラサラ",""
13619,"動力","どうりょく",""
13620,"なりと","なりと",""
13621,"超絶","ちょうぜつ",""
13622,"はいよ","はいよ",""
13623,"規則正しい","きそくただしい",""
13624,"心を読む","こころをよむ",""
13625,"ごそごそ","ごそごそ",""
13626,"頼み込む","たのみこむ",""
13627,"共鳴","きょうめい",""
13628,"腰を抜かす","こしをぬかす",""
13629,"罰ゲーム","ばつゲーム",""
13630,"洩らす","もらす",""
13631,"一条","いちじょう",""
13632,"垂れ流す","たれながす",""
13633,"勘定","かんじょう",""
13634,"同一人物","どういつじんぶつ",""
13635,"目を疑う","めをうたがう",""
13636,"寿司","すし",""
13637,"一喝","いっかつ",""
13638,"上流","じょうりゅう",""
13639,"一安心","ひとあんしん",""
13640,"面目","めんぼく",""
13641,"ランキング","ランキング",""
13642,"測定","そくてい",""
13643,"上を向く","うえをむく",""
13644,"ファイト","ファイト",""
13645,"残滓","ざんし",""
13646,"着陸","ちゃくりく",""
13647,"スライド","スライド",""
13648,"差し掛かる","さしかかる",""
13649,"冷","れい",""
13650,"敬愛","けいあい",""
13651,"ポニーテール","ポニーテール",""
13652,"乃","の",""
13653,"ウフッ","ウフッ",""
13654,"キャベツ","キャベツ",""
13655,"愛想笑い","あいそわらい",""
13656,"思い入れ","おもいいれ",""
13657,"別室","べっしつ",""
13658,"鼓舞","こぶ",""
13659,"姉上","あねうえ",""
13660,"安泰","あんたい",""
13661,"屈む","かがむ",""
13662,"小説家","しょうせつか",""
13663,"刻","こく","こく; 剋"
13664,"及ぼす","およぼす",""
13665,"即刻","そっこく",""
13666,"過度","かど",""
13667,"吹っ切れる","ふっきれる",""
13668,"いつになったら","いつになったら",""
13669,"習性","しゅうせい",""
13670,"偽者","にせもの",""
13671,"細部","さいぶ",""
13672,"豊","ゆたか",""
13673,"奇声","きせい",""
13674,"障害物","しょうがいぶつ",""
13675,"吊る","つる",""
13676,"居なくなる","いなくなる",""
13677,"パイロット","パイロット",""
13678,"手札","てふだ",""
13679,"を介して","をかいして",""
13680,"馬鹿野郎","ばかやろう",""
13681,"概ね","おおむね","おおむね; 大旨"
13682,"草むら","くさむら",""
13683,"閉じこめる","とじこめる",""
13684,"西","にし","にし"
13685,"ハル","ハル",""
13686,"おまじない","おまじない","お呪い; 御呪い"
13687,"優れる","すぐれる","すぐれる; 傑れる; 勝れる"
13688,"今に","いまに","いまに"
13689,"かぶりを振る","かぶりをふる",""
13690,"悲しげ","かなしげ",""
13691,"取っておく","とっておく",""
13692,"目眩","めまい","めまい; 目まい; 目眩い; 眩暈"
13693,"それっ","それっ",""
13694,"車","しゃ","しゃ"
13695,"懐かしい","なつかしい","なつかしい"
13696,"こすりつける","こすりつける",""
13697,"何ひとつ","なにひとつ",""
13698,"合い","あい",""
13699,"察するに","さっするに",""
13700,"爪","つめ","つめ"
13701,"仲が悪い","なかがわるい",""
13702,"木の実","このみ",""
13703,"好評","こうひょう",""
13704,"点滅","てんめつ",""
13705,"社交","しゃこう",""
13706,"入部","にゅうぶ",""
13707,"話が早い","はなしがはやい",""
13708,"弛緩","しかん",""
13709,"山本","やまもと",""
13710,"暴動","ぼうどう",""
13711,"一足先","ひとあしさき",""
13712,"凝縮","ぎょうしゅく",""
13713,"フェンス","フェンス",""
13714,"浜辺","はまべ",""
13715,"私室","ししつ",""
13716,"ぽろぽろ","ぽろぽろ",""
13717,"変動","へんどう",""
13718,"瞬間的","しゅんかんてき",""
13719,"十字","じゅうじ",""
13720,"見え隠れ","みえかくれ",""
13721,"バックアップ","バックアップ",""
13722,"何も無い","なにもない",""
13723,"高台","たかだい",""
13724,"窓枠","まどわく",""
13725,"緩慢","かんまん",""
13726,"全身全霊","ぜんしんぜんれい",""
13727,"凛々しい","りりしい",""
13728,"正直言って","しょうじきいって",""
13729,"念願","ねんがん",""
13730,"士官","しかん",""
13731,"自分の分","じぶんのぶん",""
13732,"駆逐","くちく",""
13733,"抽出","ちゅうしゅつ",""
13734,"ポット","ポット",""
13735,"境地","きょうち",""
13736,"亜","あ",""
13737,"償い","つぐない",""
13738,"人間性","にんげんせい",""
13739,"待ち合わせる","まちあわせる",""
13740,"盛り上がり","もりあがり",""
13741,"うずめる","うずめる","埋ずめる; 埋める; 填める"
13742,"不慣れ","ふなれ",""
13743,"貿易","ぼうえき",""
13744,"手軽","てがる",""
13745,"レッスン","レッスン",""
13746,"書店","しょてん",""
13747,"秘匿","ひとく",""
13748,"首謀者","しゅぼうしゃ",""
13749,"水槽","すいそう",""
13750,"ドーム","ドーム",""
13751,"痺れ","しびれ",""
13752,"カーブ","カーブ",""
13753,"否む","いなむ",""
13754,"コンタクト","コンタクト",""
13755,"乗り換える","のりかえる",""
13756,"形だけ","かたちだけ",""
13757,"百姓","ひゃくしょう",""
13758,"支配下","しはいか",""
13759,"足の裏","あしのうら",""
13760,"若々しい","わかわかしい",""
13761,"づく","づく","付く"
13762,"至高","しこう",""
13763,"突っ切る","つっきる",""
13764,"騒然","そうぜん",""
13765,"食感","しょっかん",""
13766,"大和","やまと",""
13767,"精進","しょうじん",""
13768,"ボランティア","ボランティア",""
13769,"利点","りてん",""
13770,"お気になさらず","おきになさらず",""
13771,"明滅","めいめつ",""
13772,"動員","どういん",""
13773,"信憑性","しんぴょうせい",""
13774,"出来るようになる","できるようになる",""
13775,"省略","しょうりゃく",""
13776,"依然","いぜん",""
13777,"部活動","ぶかつどう",""
13778,"大群","たいぐん",""
13779,"闘志","とうし",""
13780,"領内","りょうない",""
13781,"つもりである","つもりである",""
13782,"ガラガラ","ガラガラ",""
13783,"どくん","どくん",""
13784,"銭","せん",""
13785,"天","てん","てん"
13786,"おぼろげ","おぼろげ","朧げ; 朧気"
13787,"思いきる","おもいきる",""
13788,"みたいな","みたいな",""
13789,"差し支える","さしつかえる",""
13790,"神さま","かみさま",""
13791,"跡形もなく","あとかたもなく",""
13792,"クン","クン",""
13793,"ハサミ","ハサミ",""
13794,"腰をおろす","こしをおろす",""
13795,"受けとる","うけとる",""
13796,"目があう","めがあう",""
13797,"ひっきりなし","ひっきりなし","ひっきり無し; 引っきりなし; 引っ切りなし; 引っ切り無し"
13798,"とかす","とかす","梳かす"
13799,"ひと目","ひとめ",""
13800,"子供のころ","こどものころ",""
13801,"学園祭","がくえんさい",""
13802,"盗み","ぬすみ",""
13803,"十一月","じゅういちがつ",""
13804,"免許","めんきょ",""
13805,"文官","ぶんかん",""
13806,"一部分","いちぶぶん",""
13807,"汽車","きしゃ",""
13808,"棲む","すむ",""
13809,"飲ます","のます",""
13810,"名探偵","めいたんてい",""
13811,"幻聴","げんちょう",""
13812,"廃棄","はいき",""
13813,"銃撃","じゅうげき",""
13814,"台座","だいざ",""
13815,"史上","しじょう",""
13816,"千円","せんえん",""
13817,"寛容","かんよう",""
13818,"世界観","せかいかん",""
13819,"幕府","ばくふ",""
13820,"ジャム","ジャム",""
13821,"甘美","かんび",""
13822,"肉棒","にくぼう",""
13823,"夢想","むそう",""
13824,"より大きい","よりおおきい",""
13825,"まあいいか","まあいいか",""
13826,"卒業生","そつぎょうせい",""
13827,"恵","え",""
13828,"胸部","きょうぶ",""
13829,"生命体","せいめいたい",""
13830,"風邪を引く","かぜをひく",""
13831,"とんでも","とんでも",""
13832,"水筒","すいとう",""
13833,"結婚相手","けっこんあいて",""
13834,"痛ましい","いたましい",""
13835,"酔っ払い","よっぱらい",""
13836,"例える","たとえる",""
13837,"解決策","かいけつさく",""
13838,"隣人","りんじん",""
13839,"あれ以来","あれいらい",""
13840,"降臨","こうりん",""
13841,"ツンデレ","ツンデレ",""
13842,"ジト目","ジトめ",""
13843,"アイスクリーム","アイスクリーム",""
13844,"自尊心","じそんしん",""
13845,"一蹴","いっしゅう",""
13846,"豊満","ほうまん",""
13847,"税","ぜい",""
13848,"水を差す","みずをさす",""
13849,"出版社","しゅっぱんしゃ",""
13850,"捕捉","ほそく",""
13851,"管理者","かんりしゃ",""
13852,"襟元","えりもと",""
13853,"栗","くり",""
13854,"目を付ける","めをつける",""
13855,"延期","えんき",""
13856,"ギャグ","ギャグ",""
13857,"どちらかと言えば","どちらかといえば",""
13858,"鳥肌が立つ","とりはだがたつ",""
13859,"ざっくり","ざっくり",""
13860,"論外","ろんがい",""
13861,"殺人鬼","さつじんき",""
13862,"膝枕","ひざまくら",""
13863,"ボーナス","ボーナス",""
13864,"根気","こんき",""
13865,"芸人","げいにん",""
13866,"ウインク","ウインク",""
13867,"打って変わる","うってかわる",""
13868,"事務的","じむてき",""
13869,"内密","ないみつ",""
13870,"シミュレーション","シミュレーション",""
13871,"でなければならない","でなければならない",""
13872,"日数","にっすう",""
13873,"藁","わら",""
13874,"仲間達","なかまたち",""
13875,"判断力","はんだんりょく",""
13876,"自己満足","じこまんぞく",""
13877,"小言","こごと",""
13878,"袴","はかま",""
13879,"偽名","ぎめい",""
13880,"忠誠心","ちゅうせいしん",""
13881,"この上なく","このうえなく",""
13882,"あす","あす",""
13883,"レモン","レモン",""
13884,"なげ","なげ","投げ"
13885,"おぼつかない","おぼつかない","覚束ない; 覚束無い"
13886,"持ち場","もちば",""
13887,"もったい","もったい","勿体"
13888,"緩める","ゆるめる","ゆるめる; 弛める"
13889,"面子","メンツ","メンツ"
13890,"者ども","ものども",""
13891,"一斉に","いっせいに","いっせいに"
13892,"昔","むかし","むかし"
13893,"つまみ","つまみ","摘み; 撮み"
13894,"センパイ","センパイ",""
13895,"イマイチ","イマイチ",""
13896,"取りつく","とりつく",""
13897,"外れる","はずれる","はずれる"
13898,"した方がいい","したほうがいい",""
13899,"火がつく","ひがつく",""
13900,"訳がない","わけがない",""
13901,"野宿","のじゅく",""
13902,"巻き添え","まきぞえ",""
13903,"辟易","へきえき",""
13904,"てよ","てよ",""
13905,"異能","いのう",""
13906,"錠","じょう",""
13907,"一歩一歩","いっぽいっぽ",""
13908,"亡骸","なきがら",""
13909,"燃え盛る","もえさかる",""
13910,"僧侶","そうりょ",""
13911,"隠し","かくし",""
13912,"木造","もくぞう",""
13913,"心の内","こころのうち",""
13914,"招集","しょうしゅう",""
13915,"怒り狂う","いかりくるう",""
13916,"執り行う","とりおこなう",""
13917,"ずんずん","ずんずん",""
13918,"剣道","けんどう",""
13919,"若","わか",""
13920,"糸を引く","いとをひく",""
13921,"取り返し","とりかえし",""
13922,"命懸け","いのちがけ",""
13923,"色々あって","いろいろあって",""
13924,"不動","ふどう",""
13925,"導き","みちびき",""
13926,"根底","こんてい",""
13927,"じろり","じろり",""
13928,"禁","きん",""
13929,"蜂蜜","はちみつ",""
13930,"手を掛ける","てをかける",""
13931,"選抜","せんばつ",""
13932,"惨劇","さんげき",""
13933,"増援","ぞうえん",""
13934,"マニア","マニア",""
13935,"クエスト","クエスト",""
13936,"トレイ","トレイ",""
13937,"芸能人","げいのうじん",""
13938,"尊厳","そんげん",""
13939,"象","ぞう",""
13940,"丁目","ちょうめ",""
13941,"交通事故","こうつうじこ",""
13942,"資材","しざい",""
13943,"依頼人","いらいにん",""
13944,"乱雑","らんざつ",""
13945,"紙一重","かみひとえ",""
13946,"物色","ぶっしょく",""
13947,"先生方","せんせいがた",""
13948,"放心","ほうしん",""
13949,"東洋","とうよう",""
13950,"リモコン","リモコン",""
13951,"補強","ほきょう",""
13952,"ぬるぬる","ぬるぬる",""
13953,"畏まる","かしこまる",""
13954,"議題","ぎだい",""
13955,"気の利いた","きのきいた",""
13956,"取り掛かる","とりかかる",""
13957,"魂胆","こんたん",""
13958,"全軍","ぜんぐん",""
13959,"相殺","そうさい",""
13960,"穂","ほ",""
13961,"良しとする","よしとする",""
13962,"重なり合う","かさなりあう",""
13963,"ダイヤ","ダイヤ",""
13964,"焼き払う","やきはらう",""
13965,"監視カメラ","かんしカメラ",""
13966,"劣化","れっか",""
13967,"上の空","うわのそら",""
13968,"子供扱い","こどもあつかい",""
13969,"一致","いっち","いっち"
13970,"控え室","ひかえしつ",""
13971,"２枚","にまい",""
13972,"吊るす","つるす",""
13973,"ツッコむ","ツッコむ",""
13974,"潮","しお","しお; 汐"
13975,"揃い","そろい",""
13976,"丈","たけ","たけ; 長"
13977,"いかがわしい","いかがわしい","如何わしい"
13978,"５つ","いつつ",""
13979,"したたか","したたか","健か; 強か"
13980,"毛並み","けなみ",""
13981,"お客さま","おきゃくさま",""
13982,"ツボ","ツボ",""
13983,"蠢く","うごめく","うごめく; 動めく"
13984,"そのまんま","そのまんま",""
13985,"過ごす","すごす","すごす; 過す"
13986,"大層","たいそう","たいそう; 大そう"
13987,"４","よん",""
13988,"７月","しちがつ",""
13989,"拳","こぶし","こぶし"
13990,"並","なみ","なみ; 並み"
13991,"ただならぬ","ただならぬ","只ならぬ; 啻ならぬ; 徒ならぬ"
13992,"あらず","あらず","非ず"
13993,"そうねえ","そうねえ",""
13994,"９月","くがつ",""
13995,"塗る","ぬる","ぬる"
13996,"怪しい","あやしい","あやしい"
13997,"ネジ","ネジ",""
13998,"危ねえ","あぶねえ",""
13999,"僕ら","ぼくら","ぼくら; 僕等"
14000,"うってつけ","うってつけ","打ってつけ; 打って付け"
14001,"ずる","ずる",""
14002,"天上","てんじょう",""
14003,"濃度","のうど",""
14004,"声援","せいえん",""
14005,"人望","じんぼう",""
14006,"所望","しょもう",""
14007,"注射","ちゅうしゃ",""
14008,"方式","ほうしき",""
14009,"血相を変える","けっそうをかえる",""
14010,"就寝","しゅうしん",""
14011,"櫛","くし",""
14012,"着々","ちゃくちゃく",""
14013,"地理","ちり",""
14014,"新米","しんまい",""
14015,"虹色","にじいろ",""
14016,"呼び捨てにする","よびすてにする",""
14017,"二手","ふたて",""
14018,"手の内","てのうち",""
14019,"全域","ぜんいき",""
14020,"皮","かわ","かわ"
14021,"管轄","かんかつ",""
14022,"やねん","やねん",""
14023,"正装","せいそう",""
14024,"感ずる","かんずる",""
14025,"ぴょん","ぴょん",""
14026,"危険を冒す","きけんをおかす",""
14027,"一晩中","ひとばんじゅう",""
14028,"ジャガイモ","ジャガイモ",""
14029,"ヤクザ","ヤクザ",""
14030,"何にせよ","なんにせよ",""
14031,"別として","べつとして",""
14032,"駆け足","かけあし",""
14033,"助っ人","すけっと",""
14034,"くすむ","くすむ",""
14035,"左肩","ひだりかた",""
14036,"厚み","あつみ",""
14037,"鉄格子","てつごうし",""
14038,"浅はか","あさはか",""
14039,"調教","ちょうきょう",""
14040,"宅","たく","たく"
14041,"悶絶","もんぜつ",""
14042,"一身","いっしん",""
14043,"パンフレット","パンフレット",""
14044,"残党","ざんとう",""
14045,"ドクター","ドクター",""
14046,"甘酸っぱい","あまずっぱい",""
14047,"新手","あらて",""
14048,"胸騒ぎ","むなさわぎ",""
14049,"新婚","しんこん",""
14050,"教団","きょうだん",""
14051,"子育て","こそだて",""
14052,"裁縫","さいほう",""
14053,"ロリコン","ロリコン",""
14054,"添う","そう",""
14055,"チップ","チップ",""
14056,"ネガティブ","ネガティブ",""
14057,"大理石","だいりせき",""
14058,"狼狽える","うろたえる",""
14059,"聖地","せいち",""
14060,"義姉","ぎし",""
14061,"弱める","よわめる",""
14062,"上から目線","うえからめせん",""
14063,"使い果たす","つかいはたす",""
14064,"突き入れる","つきいれる",""
14065,"串","くし",""
14066,"既存","きそん",""
14067,"鷹揚","おうよう",""
14068,"全面","ぜんめん",""
14069,"おっとり","おっとり",""
14070,"同棲","どうせい",""
14071,"蹴り上げる","けりあげる",""
14072,"推奨","すいしょう",""
14073,"アレンジ","アレンジ",""
14074,"千葉","ちば",""
14075,"観客席","かんきゃくせき",""
14076,"満載","まんさい",""
14077,"余波","よは",""
14078,"挟み込む","はさみこむ",""
14079,"暗記","あんき",""
14080,"チート","チート",""
14081,"忽然","こつぜん",""
14082,"殺し屋","ころしや",""
14083,"こうすれば","こうすれば",""
14084,"多額","たがく",""
14085,"身を潜める","みをひそめる",""
14086,"してみると","してみると",""
14087,"脱ぐ","ぬぐ","ぬぐ"
14088,"お願い","おねがい","おねがい; 御願い"
14089,"ケータイ","ケータイ",""
14090,"岩","いわ","いわ; 巌; 巖; 磐"
14091,"鬱陶しい","うっとうしい","うっとうしい"
14092,"並ぶ","ならぶ","ならぶ; 列ぶ; 双ぶ"
14093,"殴りかかる","なぐりかかる",""
14094,"呼び起こす","よびおこす",""
14095,"涎","よだれ","よだれ"
14096,"桃","もも","もも"
14097,"それゆえに","それゆえに","それ故に"
14098,"ハアッ","ハアッ",""
14099,"明かり","あかり","あかり; 明り; 灯; 灯かり; 灯り; 灯火"
14100,"緩む","ゆるむ","ゆるむ; 弛む"
14101,"縁","ふち",""
14102,"張り","ばり",""
14103,"石段","いしだん",""
14104,"返済","へんさい",""
14105,"姿を隠す","すがたをかくす",""
14106,"喧嘩を売る","けんかをうる",""
14107,"ＳＮＳ","エスエヌエス",""
14108,"空しい","むなしい",""
14109,"骸","むくろ",""
14110,"近代","きんだい",""
14111,"赤の他人","あかのたにん",""
14112,"書籍","しょせき",""
14113,"ふっくら","ふっくら",""
14114,"闘技場","とうぎじょう",""
14115,"苗字","みょうじ",""
14116,"肋骨","あばらぼね",""
14117,"その晩","そのばん",""
14118,"ベタベタ","ベタベタ",""
14119,"天幕","てんまく",""
14120,"疲れ果てる","つかれはてる",""
14121,"戦死","せんし",""
14122,"全力疾走","ぜんりょくしっそう",""
14123,"戦果","せんか",""
14124,"上書き","うわがき",""
14125,"将棋","しょうぎ",""
14126,"パチン","パチン",""
14127,"首肯","しゅこう",""
14128,"興","きょう",""
14129,"ぎっしり","ぎっしり",""
14130,"エアコン","エアコン",""
14131,"冷ます","さます",""
14132,"行き過ぎる","いきすぎる",""
14133,"昇格","しょうかく",""
14134,"略奪","りゃくだつ",""
14135,"退却","たいきゃく",""
14136,"年に一度","ねんにいちど",""
14137,"最速","さいそく",""
14138,"単身","たんしん",""
14139,"生還","せいかん",""
14140,"重心","じゅうしん",""
14141,"加担","かたん",""
14142,"小部屋","こべや",""
14143,"欲情","よくじょう",""
14144,"ほっそり","ほっそり",""
14145,"示唆","しさ",""
14146,"茎","くき",""
14147,"戯れ","たわむれ",""
14148,"三日月","みかづき",""
14149,"真偽","しんぎ",""
14150,"連動","れんどう",""
14151,"手慣れる","てなれる",""
14152,"気兼ね","きがね",""
14153,"受け持つ","うけもつ",""
14154,"気品","きひん",""
14155,"ぱくぱく","ぱくぱく",""
14156,"言い争う","いいあらそう",""
14157,"不敬","ふけい",""
14158,"ツラ","ツラ",""
14159,"画策","かくさく",""
14160,"流石は","さすがは",""
14161,"気が遠くなる","きがとおくなる",""
14162,"絶滅","ぜつめつ",""
14163,"に渡って","にわたって",""
14164,"その他に","そのほかに",""
14165,"捕る","とる",""
14166,"いやに","いやに",""
14167,"フリル","フリル",""
14168,"馬鹿らしい","ばからしい",""
14169,"顕著","けんちょ",""
14170,"後戻り","あともどり",""
14171,"変質","へんしつ",""
14172,"垂れ下がる","たれさがる",""
14173,"顧客","こきゃく",""
14174,"ピンと来る","ピンとくる",""
14175,"仰天","ぎょうてん",""
14176,"覚","さとり",""
14177,"差し伸べる","さしのべる",""
14178,"大事件","だいじけん",""
14179,"秘密裏","ひみつり",""
14180,"一途","いちず",""
14181,"残念なことに","ざんねんなことに",""
14182,"笛","ふえ","ふえ"
14183,"れっきとした","れっきとした","歴とした"
14184,"目がける","めがける",""
14185,"くくる","くくる","括る"
14186,"義理","ぎり","ぎり"
14187,"色々あって","いろいろあって","いろいろあって"
14188,"ドヤ顔","ドヤがお",""
14189,"にじみ出る","にじみでる",""
14190,"痛む","いたむ","いたむ; 傷む"
14191,"グルグル","グルグル",""
14192,"エビ","エビ",""
14193,"長い","ながい","ながい; 永い"
14194,"取りあえず","とりあえず",""
14195,"気取り","きどり",""
14196,"答","こたえ",""
14197,"ときの","ときの","時の"
14198,"曲がり角","まがりかど",""
14199,"態度をとる","たいどをとる",""
14200,"無茶苦茶","むちゃくちゃ","むちゃくちゃ"
14201,"主","あるじ",""
14202,"ハッピーエンド","ハッピーエンド",""
14203,"虐げる","しいたげる",""
14204,"身を置く","みをおく",""
14205,"六本","ろっぽん",""
14206,"跳ね返す","はねかえす",""
14207,"ダイブ","ダイブ",""
14208,"不平","ふへい",""
14209,"共存","きょうぞん",""
14210,"研","けん",""
14211,"図る","はかる","はかる; 謀る"
14212,"引き攣る","ひきつる",""
14213,"結束","けっそく",""
14214,"他に何か","ほかになにか",""
14215,"休まる","やすまる",""
14216,"絶やす","たやす",""
14217,"岬","みさき",""
14218,"奔走","ほんそう",""
14219,"通訳","つうやく",""
14220,"大々的","だいだいてき",""
14221,"無理強い","むりじい",""
14222,"師団","しだん",""
14223,"責め","せめ",""
14224,"最悪の事態","さいあくのじたい",""
14225,"固執","こしつ",""
14226,"コンプレックス","コンプレックス",""
14227,"挑発的","ちょうはつてき",""
14228,"幽閉","ゆうへい",""
14229,"よろ","よろ",""
14230,"端正","たんせい",""
14231,"佇まい","たたずまい",""
14232,"突き出る","つきでる",""
14233,"立て","たて",""
14234,"甘え","あまえ",""
14235,"引き入れる","ひきいれる",""
14236,"詐欺師","さぎし",""
14237,"信頼関係","しんらいかんけい",""
